COMARCA,VARIETAT,n_reg_2008,sup_2008,quota_reg_2008,quota_sup_2008,n_reg_2024,sup_2024,quota_reg_2024,quota_sup_2024,delta_n_reg,delta_sup_ha,delta_quota_reg_pp,delta_quota_sup_pp,n_reg_acum_2008_2024,sup_registral_acum_2008_2024_ha,n_campanyes_actives_2008_2024,campanya_primera,campanya_darrera,sup_registral_mitjana_campanya_activa_ha
TERRA ALTA,Chardonnay,8.0,36.71138261833798,0.0205128205128205,0.0973955963489535,22.0,28.140476689606363,0.0623229461756373,0.0704154400394908,14.0,-8.570905928731616,4.18101256628168,-2.698015630946271,147,176.3629427326956,15,2008,2024,11.757529515513038
TERRA ALTA,"Chenin,Agudelo",2.0,4.962062605882561,0.0051282051282051,0.0131643924078023,0.0,0.0,0.0,0.0,-2.0,-4.962062605882561,-0.51282051282051,-1.31643924078023,18,17.107434754704265,6,2008,2014,2.851239125784044
TERRA ALTA,Escanyavella,0.0,0.0,0.0,0.0,1.0,0.2125178251586172,0.0028328611898017,0.000531779768333,1.0,0.2125178251586172,0.28328611898017,0.0531779768333,1,0.2125178251586172,1,2024,2024,0.2125178251586172
TERRA ALTA,"Garnatxa blanca,Lledoner blanc",148.0,107.0427740927696,0.3794871794871794,0.2839853493396865,139.0,171.1361412569823,0.3937677053824363,0.4282310788900654,-9.0,64.09336716421271,1.4280525895256857,14.42457295503789,2849,2599.0118862560694,17,2008,2024,152.88305213270996
TERRA ALTA,"Garnatxa negra,Lledoner",38.0,28.86761738815364,0.0974358974358974,0.0765860234664169,88.0,143.90818925204462,0.2492917847025495,0.3600990339730736,50.0,115.04057186389099,15.18558872666521,28.35130105066567,2102,2445.107913744884,17,2008,2024,143.82987727911083
TERRA ALTA,"Garnatxa peluda,Lledoner pelut",7.0,17.427252885699563,0.0179487179487179,0.0462346434938922,14.0,15.645035792854577,0.0396600566572237,0.0391483091043135,7.0,-1.782217092844986,2.17113387085058,-0.7086334389578696,178,225.44858297430295,11,2008,2024,20.49532572493663
TERRA ALTA,"Garnatxa tintorera,alicant H Bouschet",1.0,0.3674072736993803,0.0025641025641025,0.0009747344821336,0.0,0.0,0.0,0.0,-1.0,-0.3674072736993803,-0.25641025641025,-0.09747344821336,92,199.43738361513346,11,2008,2021,18.130671237739406
TERRA ALTA,"Macabeu,Viura",91.0,113.75178861282356,0.2333333333333333,0.3017844193689381,56.0,34.866653148095494,0.1586402266288951,0.0872462379087646,-35.0,-78.88513546472807,-7.4693106704438215,-21.453818146017348,1825,1781.8118084515538,17,2008,2024,104.81245932067964
TERRA ALTA,Merlot,16.0,6.435439428057664,0.041025641025641,0.0170732730875179,0.0,0.0,0.0,0.0,-16.0,-6.435439428057664,-4.1025641025640995,-1.70732730875179,30,16.161534914907335,6,2008,2021,2.693589152484556
TERRA ALTA,Morenillo,0.0,0.0,0.0,0.0,5.0,0.4855586911341973,0.0141643059490084,0.0012150053205687,5.0,0.4855586911341973,1.41643059490084,0.12150053205687,63,43.35475634269059,12,2009,2024,3.6128963618908827
TERRA ALTA,"Moscatell de Alexandria,Moscatell de Màlaga,Moscatell Romà",10.0,12.34287036235944,0.0256410256410256,0.0327457353512839,9.0,1.44699043057137,0.0254957507082152,0.0036207797410641,-1.0,-10.89587993178807,-0.014527493281039916,-2.9124955610219803,450,409.0118805010613,17,2008,2024,24.05952238241537
TERRA ALTA,"Parellada,Montonega,Montonec",11.0,5.046028614234607,0.0282051282051282,0.0133871549101441,5.0,1.4073036308097204,0.0141643059490084,0.0035214721316089,-6.0,-3.6387249834248863,-1.4040822256119798,-0.9865682778535201,437,401.95871406551106,17,2008,2024,23.64463023914771
TERRA ALTA,Sauvignon blanc,15.0,11.467414648964422,0.0384615384615384,0.0304231442309861,0.0,0.0,0.0,0.0,-15.0,-11.467414648964422,-3.84615384615384,-3.04231442309861,58,122.56596742265968,10,2008,2020,12.256596742265968
TERRA ALTA,Syrah,18.0,21.88094070093434,0.0461538461538461,0.0580503134518029,8.0,0.7553922797772905,0.0226628895184136,0.001890205356848,-10.0,-21.12554842115705,-2.3490956635432503,-5.6160108094954895,466,536.703733648332,17,2008,2024,31.570807861666587
TERRA ALTA,"Ull de llebre,Tempranillo,Cencibel,Tinto fino,Tinta de Toro,Tinta del País",12.0,7.2417167715193,0.0307692307692307,0.0192123334303411,0.0,0.0,0.0,0.0,-12.0,-7.2417167715193,-3.07692307692307,-1.9212333430341102,87,47.64426701646242,11,2008,2022,4.3312970014965835
TERRA ALTA,Verdejo,0.0,0.0,0.0,0.0,1.0,0.8560182946600747,0.0028328611898017,0.0021420001361457,1.0,0.8560182946600747,0.28328611898017,0.21420001361457,2,1.0929291128074323,2,2018,2024,0.5464645564037162
URGELL,Chardonnay,2.0,1.7375281995666936,0.1176470588235294,0.1058228966146323,0.0,0.0,0.0,0.0,-2.0,-1.7375281995666936,-11.76470588235294,-10.58228966146323,64,96.43346660588166,11,2008,2023,8.766678782352878
URGELL,"Garnatxa negra,Lledoner",1.0,0.683710783675687,0.0588235294117647,0.0416409101119997,0.0,0.0,0.0,0.0,-1.0,-0.683710783675687,-5.88235294117647,-4.16409101119997,62,42.76741461956656,12,2008,2023,3.563951218297213
URGELL,"Macabeu,Viura",8.0,9.233016993793033,0.4705882352941176,0.5623302131263052,5.0,9.574765016571142,0.7142857142857143,0.884933960002353,-3.0,0.3417480227781091,24.369747899159673,32.26037468760479,368,330.3644498917891,17,2008,2024,19.433202934811124
URGELL,"Monastrell,Garrut,Mourvedre,Mataró",1.0,0.3669395320594751,0.0588235294117647,0.0223481864493681,0.0,0.0,0.0,0.0,-1.0,-0.3669395320594751,-5.88235294117647,-2.23481864493681,1,0.3669395320594751,1,2008,2008,0.3669395320594751
URGELL,"Moscatell de Alexandria,Moscatell de Màlaga,Moscatell Romà",1.0,0.2065746807349891,0.0588235294117647,0.012581281321403,0.0,0.0,0.0,0.0,-1.0,-0.2065746807349891,-5.88235294117647,-1.2581281321403,20,20.0407264839437,4,2008,2016,5.010181620985925
URGELL,"Parellada,Montonega,Montonec",3.0,3.9655696804237497,0.1764705882352941,0.2415201493790175,2.0,1.24498589065552,0.2857142857142857,0.1150660399976469,-1.0,-2.72058378976823,10.92436974789916,-12.645410938137058,298,378.08877287731354,16,2008,2024,23.630548304832097
URGELL,Trepat,1.0,0.2258685917309723,0.0588235294117647,0.0137563629972739,0.0,0.0,0.0,0.0,-1.0,-0.2258685917309723,-5.88235294117647,-1.37563629972739,14,9.90625794261449,4,2008,2019,2.4765644856536224
VALLÈS OCCIDENTAL,"Garnatxa negra,Lledoner",7.0,4.072099886847933,0.7777777777777778,0.9194044776394168,1.0,0.283730213536758,0.0833333333333333,0.0436159215472935,-6.0,-3.7883696733111747,-69.44444444444446,-87.57885560921233,14,12.830317710299127,4,2008,2024,3.2075794275747818
VALLÈS OCCIDENTAL,Malvasia blanca,0.0,0.0,0.0,0.0,4.0,0.4637021926628445,0.3333333333333333,0.0712817933782382,4.0,0.4637021926628445,33.33333333333333,7.12817933782382,4,0.4637021926628445,1,2024,2024,0.4637021926628445
VALLÈS OCCIDENTAL,Merlot,1.0,0.1310730069630817,0.1111111111111111,0.0295938490823223,0.0,0.0,0.0,0.0,-1.0,-0.1310730069630817,-11.11111111111111,-2.95938490823223,2,0.1467350504264717,2,2008,2009,0.07336752521323585
VALLÈS OCCIDENTAL,"Monastrell,Garrut,Mourvedre,Mataró",0.0,0.0,0.0,0.0,4.0,3.256310049664686,0.3333333333333333,0.5005704605422234,4.0,3.256310049664686,33.33333333333333,50.05704605422234,7,5.393099542817863,2,2023,2024,2.6965497714089315
VALLÈS OCCIDENTAL,Picapoll blanc,0.0,0.0,0.0,0.0,1.0,0.8533843730302269,0.0833333333333333,0.1311849922495142,1.0,0.8533843730302269,8.33333333333333,13.11849922495142,2,1.1685810986396574,2,2022,2024,0.5842905493198287
VALLÈS OCCIDENTAL,Xarel.lo rosat,0.0,0.0,0.0,0.0,2.0,1.648071352671003,0.1666666666666666,0.2533468322827305,2.0,1.648071352671003,16.66666666666666,25.334683228273054,5,2.2369091551492843,2,2023,2024,1.1184545775746422
VALLÈS OCCIDENTAL,"Xarel.lo,Pansa blanca,Pansal,Cartoixà",1.0,0.2258895981436728,0.1111111111111111,0.0510016732782608,0.0,0.0,0.0,0.0,-1.0,-0.2258895981436728,-11.11111111111111,-5.10016732782608,15,11.77368019971535,4,2008,2023,2.9434200499288377
