any,comarca,sup_seca_ha,sup_reg_ha,rend_seca_kg_ha,rend_reg_kg_ha,prod_total_t,sup_total_ha,rend_total_kg_ha,precip_anual_mm,tmax_mitjana_any,tmin_mitjana_any,elev_m_num,precip_apr_sep_mm,tmax_mitjana_apr_sep,tmin_mitjana_apr_sep,precip_oct_mar_mm,tmax_mitjana_oct_mar,tmin_mitjana_oct_mar,proxy_de,precip_abr_jun_mm,precip_jul_aug_mm,tmax_mitjana_jun_aug,tmax_mitjana_jul_aug,comarca_raw,temp_font,temp_proxy_de,clima_font
2020,PRIORAT,3158,315,2390.0,3547.0,"8664,925",3473,"2494,939534",699.1,21.91666667,10.86666667,357,307.9,27.06666667,14.93333333,391.2,16.76666667,6.8,ALT CAMP,300.3,2.1,30.0,31.8,PRIORAT,proxy,ALT CAMP,proxy_temp
2021,PRIORAT,3156,332,3834.0,5141.0,"13806,916",3488,"3958,404817",540.2,21.575,10.95,357,311.6,26.7,15.08333333,228.6,16.45,6.816666667,ALT CAMP,181.3,36.9,30.06666667,30.55,PRIORAT,proxy,ALT CAMP,proxy_temp
2022,PRIORAT,3219,355,3214.0,4310.0,"11875,916",3574,"3322,864018",321.9,22.90833333,11.63333333,357,194.9,28.21666667,15.76666667,127.0,17.6,7.5,ALT CAMP,114.2,62.7,31.56666667,32.15,PRIORAT,proxy,ALT CAMP,proxy_temp
2023,PRIORAT,3247,381,2607.0,3550.0,"9817,479",3628,"2706,030595",240.9,22.975,11.46666667,357,149.9,28.01666667,15.96666667,91.0,17.93333333,6.966666667,ALT CAMP,51.1,56.2,30.96666667,32.0,PRIORAT,proxy,ALT CAMP,proxy_temp
2024,PRIORAT,3262,422,1919.0,2936.0,"7498,77",3684,"2035,496743",568.2,22.375,11.79166667,357,204.7,27.13333333,15.26666667,363.5,17.61666667,8.316666667,ALT CAMP,122.4,14.8,30.3,31.65,PRIORAT,proxy,ALT CAMP,proxy_temp
2013,RIBERA D'EBRE,1030,"190,7",6491.0,9727.0,8541,"1220,7","6996,805112",2226.6,21.42083333,9.841666667,313,870.2,26.69166667,13.96666667,1356.4,16.15,5.716666667,,780.3,30.4,30.25,31.775,RIBERA D'EBRE,directe,,directe
2012,RIBERA D'EBRE,1034,226,3907.0,10620.0,6439,1260,"5110,31746",1637.5,22.29583333,10.2,313,683.3,28.29166667,16.04166667,954.2,16.3,4.358333333,,376.4,62.3,32.08333333,32.475,RIBERA D'EBRE,directe,,directe
2011,RIBERA D'EBRE,1052,234,5740.0,12850.0,9038,1286,"7027,993779",1603.8,22.625,10.47916667,313,455.4,28.68333333,15.45,1148.4,16.56666667,5.508333333,,385.0,69.7,30.65,31.75,RIBERA D'EBRE,directe,,directe
2010,RIBERA D'EBRE,1034,246,5500.0,12100.0,8665,1280,"6769,53125",1896.5,21.04583333,9.570833333,313,928.0,27.63333333,14.825,968.5,14.45833333,4.316666667,,475.3,135.2,31.3,32.775,RIBERA D'EBRE,directe,,directe
2009,RIBERA D'EBRE,1120,256,4815.0,11770.0,8406,1376,"6109,011628",1508.4,22.40416667,10.94583333,313,822.9,28.5,15.925,685.5,16.30833333,5.966666667,,590.7,37.6,32.41666667,32.9,RIBERA D'EBRE,directe,,directe
2008,RIBERA D'EBRE,1172,257,4350.0,11000.0,7926,1429,"5546,536039",2388.9,21.79166667,10.325,313,1485.2,27.58333333,15.4,903.7,16.0,5.25,,1136.2,151.8,30.93333333,32.025,RIBERA D'EBRE,directe,,directe
2014,RIBERA D'EBRE,1028,187,6294.0,9441.0,"8235,699",1215,"6778,353086",2261.5,22.57916667,11.14166667,313,963.8,27.85833333,15.73333333,1297.7,17.3,6.55,,597.3,79.8,30.36666667,30.9,RIBERA D'EBRE,directe,,directe
2015,RIBERA D'EBRE,1016,179,6657.0,9985.0,8551,1195,"7155,648536",1685.2,22.39166667,10.4625,313,579.7,28.6,15.38333333,1105.5,16.18333333,5.541666667,,286.2,198.0,32.0,32.625,RIBERA D'EBRE,directe,,directe
2016,RIBERA D'EBRE,1004,164,6500.0,10000.0,8166,1168,"6991,438356",1453.2,22.2375,10.4875,313,515.5,28.15,14.98333333,937.7,16.325,5.991666667,,461.0,24.8,31.85,33.025,RIBERA D'EBRE,directe,,directe
2017,RIBERA D'EBRE,990,156,5719.0,6577.0,"6687,822",1146,"5835,795812",1046.8,22.93333333,10.2625,313,380.4,28.73333333,15.55833333,666.4,17.13333333,4.966666667,,233.6,97.3,32.0,32.3,RIBERA D'EBRE,directe,,directe
2018,RIBERA D'EBRE,963,144,6500.0,10000.0,"7699,5",1107,"6955,284553",2348.8,22.45,10.55,313,842.6,28.71666667,15.25833333,1506.2,16.18333333,5.841666667,,653.9,144.5,32.25,33.675,RIBERA D'EBRE,directe,,directe
2019,RIBERA D'EBRE,936,147,6410.0,8745.0,"7285,275",1083,"6726,939058",1526.4,22.97916667,10.52916667,313,590.4,28.425,15.19166667,936.0,17.53333333,5.866666667,,269.3,166.4,32.33333333,33.55,RIBERA D'EBRE,directe,,directe
2020,RIBERA D'EBRE,886,157,4960.0,6014.0,"5338,758",1043,"5118,655801",2531.6,22.57916667,10.825,313,1089.8,28.36666667,15.56666667,1441.8,16.79166667,6.083333333,,1021.9,44.2,31.73333333,33.45,RIBERA D'EBRE,directe,,directe
2021,RIBERA D'EBRE,855,158,6085.0,5615.0,"6089,845",1013,"6011,692991",2111.8,21.825,10.4375,313,1184.2,27.55,15.15,927.6,16.1,5.725,,619.1,275.2,31.08333333,31.9,RIBERA D'EBRE,directe,,directe
2022,RIBERA D'EBRE,843,179,4656.0,5654.0,"4937,074",1022,"4830,796477",1408.8,23.775,12.04166667,313,796.4,29.75833333,16.85833333,612.4,17.79166667,7.225,,496.4,239.4,33.81666667,34.5,RIBERA D'EBRE,directe,,directe
2023,RIBERA D'EBRE,799,181,4512.0,7049.0,"4880,957",980,"4980,568367",1166.2,23.82083333,11.54166667,313,789.1,29.55,16.76666667,377.1,18.09166667,6.316666667,,198.4,104.5,32.83333333,33.775,RIBERA D'EBRE,directe,,directe
2024,RIBERA D'EBRE,790,186,4133.0,6704.0,"4512,014",976,"4622,965164",1862.7,23.16666667,11.26666667,313,596.1,28.90833333,15.64166667,1266.6,17.425,6.891666667,,271.8,63.2,32.6,34.275,RIBERA D'EBRE,directe,,directe
2013,RIPOLLÈS,0,0,,,,0,,983.4,18.25833333,2.933333333,738,704.7,23.23333333,7.233333333,278.7,13.28333333,-1.366666667,PALLARS SOBIRÀ,321.8,324.7,26.83333333,28.3,RIPOLLÈS,proxy,PALLARS SOBIRÀ,proxy_temp
2012,RIPOLLÈS,0,0,,,,0,,584.0,19.15833333,2.866666667,738,404.6,24.56666667,7.783333333,179.4,13.75,-2.05,PALLARS SOBIRÀ,217.9,112.9,28.53333333,29.45,RIPOLLÈS,proxy,PALLARS SOBIRÀ,proxy_temp
2011,RIPOLLÈS,0,0,,,0,0,,1154.5,19.53333333,3.658333333,738,630.0,25.4,8.25,524.5,13.66666667,-0.933333333,PALLARS SOBIRÀ,295.1,231.4,27.06666667,28.2,RIPOLLÈS,proxy,PALLARS SOBIRÀ,proxy_temp
2010,RIPOLLÈS,0,0,,,,0,,999.9,17.11666667,2.65,738,634.3,23.5,7.4,365.6,10.73333333,-2.1,PALLARS SOBIRÀ,394.0,132.0,27.1,29.0,RIPOLLÈS,proxy,PALLARS SOBIRÀ,proxy_temp
2022,RIPOLLÈS,1,0,0.0,0.0,0,1,0,608.7,20.78333333,3.841666667,738,415.4,26.93333333,8.4,193.3,14.63333333,-0.716666667,PALLARS SOBIRÀ,139.0,170.3,31.5,32.05,RIPOLLÈS,proxy,PALLARS SOBIRÀ,proxy_temp
2023,RIPOLLÈS,1,0,2477.0,0.0,"2,477",1,2477,661.7,20.54166667,3.441666667,738,498.4,26.18333333,8.183333333,163.3,14.9,-1.3,PALLARS SOBIRÀ,306.4,141.0,29.06666667,30.65,RIPOLLÈS,proxy,PALLARS SOBIRÀ,proxy_temp
2024,RIPOLLÈS,1,0,2489.0,0.0,"2,489",1,2489,922.5,19.95,4.058333333,738,583.1,25.05,7.816666667,339.4,14.85,0.3,PALLARS SOBIRÀ,355.9,140.2,29.43333333,31.25,RIPOLLÈS,proxy,PALLARS SOBIRÀ,proxy_temp
2013,SEGARRA,"109,4","1,2",9000.0,12000.0,999,"110,6","9032,549729",464.3,20.76666667,8.808333333,554,229.5,26.91666667,13.46666667,234.8,14.61666667,4.15,NOGUERA,194.3,31.2,30.76666667,32.3,SEGARRA,proxy,NOGUERA,proxy_temp
2012,SEGARRA,119,"0,1",6450.0,9450.0,767,"119,1","6439,966415",274.6,21.94166667,9.091666667,554,143.4,28.61666667,14.93333333,131.2,15.26666667,3.25,NOGUERA,95.1,14.6,32.63333333,33.1,SEGARRA,proxy,NOGUERA,proxy_temp
2011,SEGARRA,125,1,8700.0,10600.0,1091,126,"8658,730159",344.8,22.29166667,10.01666667,554,173.9,29.1,15.11666667,170.9,15.48333333,4.916666667,NOGUERA,150.8,21.3,31.0,32.0,SEGARRA,proxy,NOGUERA,proxy_temp
2010,SEGARRA,129,0,8500.0,,1092,129,"8465,116279",516.7,20.86666667,8.775,554,287.8,27.71666667,14.06666667,228.9,14.01666667,3.483333333,NOGUERA,209.0,38.4,31.53333333,33.1,SEGARRA,proxy,NOGUERA,proxy_temp
2009,SEGARRA,136,,3638.0,9684.0,496,136,"3647,058824",392.3,22.10833333,9.808333333,554,197.6,28.86666667,15.13333333,194.7,15.35,4.483333333,NOGUERA,136.9,22.9,32.83333333,33.4,SEGARRA,proxy,NOGUERA,proxy_temp
2008,SEGARRA,139,0,3900.0,,542,139,"3899,280576",494.5,20.93333333,9.283333333,554,332.8,27.33333333,14.33333333,161.7,14.53333333,4.233333333,NOGUERA,209.4,90.6,30.86666667,32.1,SEGARRA,proxy,NOGUERA,proxy_temp
2014,SEGARRA,99,0,6060.0,0.0,"599,94",99,6060,538.0,22.38333333,10.2,554,289.4,28.71666667,14.98333333,248.6,16.05,5.416666667,NOGUERA,134.3,110.4,31.5,31.65,SEGARRA,proxy,NOGUERA,proxy_temp
2015,SEGARRA,96,3,5850.0,10500.0,593,99,"5989,89899",327.7,21.94166667,9.725,554,190.0,29.36666667,14.9,137.7,14.51666667,4.55,NOGUERA,71.5,68.2,33.2,33.85,SEGARRA,proxy,NOGUERA,proxy_temp
2016,SEGARRA,93,0,5640.0,0.0,"524,52",93,5640,346.2,21.825,9.841666667,554,160.8,28.83333333,14.41666667,185.4,14.81666667,5.266666667,NOGUERA,143.4,5.7,32.7,33.9,SEGARRA,proxy,NOGUERA,proxy_temp
2017,SEGARRA,96,0,4440.0,0.0,"426,24",96,4440,346.8,22.34166667,9.233333333,554,145.6,29.38333333,14.71666667,201.2,15.3,3.75,NOGUERA,77.7,13.0,33.16666667,33.45,SEGARRA,proxy,NOGUERA,proxy_temp
2018,SEGARRA,98,0,4730.0,0.0,"463,54",98,4730,589.3,21.89166667,10.19166667,554,268.9,28.91666667,15.56666667,320.4,14.86666667,4.816666667,NOGUERA,184.0,42.8,32.6,34.0,SEGARRA,proxy,NOGUERA,proxy_temp
2019,SEGARRA,90,0,5170.0,0.0,"465,3",90,5170,356.2,22.60833333,9.325,554,161.8,29.1,14.38333333,194.4,16.11666667,4.266666667,NOGUERA,100.4,39.5,33.4,34.3,SEGARRA,proxy,NOGUERA,proxy_temp
2020,SEGARRA,87,0,3840.0,0.0,"334,08",87,3840,442.1,22.1,10.08333333,554,240.9,28.98333333,15.15,201.2,15.21666667,5.016666667,NOGUERA,203.4,19.6,32.43333333,34.15,SEGARRA,proxy,NOGUERA,proxy_temp
2021,SEGARRA,86,0,5180.0,0.0,"445,48",86,5180,306.1,22.01666667,9.533333333,554,162.2,28.61666667,14.7,143.9,15.41666667,4.366666667,NOGUERA,121.0,29.3,32.5,33.35,SEGARRA,proxy,NOGUERA,proxy_temp
2022,SEGARRA,82,0,3108.0,0.0,"254,856",82,3108,306.1,23.7,10.8,554,177.0,30.76666667,16.11666667,129.1,16.63333333,5.483333333,NOGUERA,63.9,90.7,35.33333333,35.7,SEGARRA,proxy,NOGUERA,proxy_temp
2023,SEGARRA,77,0,3218.0,0.0,"247,786",77,3218,302.9,23.60833333,10.23333333,554,213.8,30.5,15.71666667,89.1,16.71666667,4.75,NOGUERA,139.5,33.2,33.73333333,35.0,SEGARRA,proxy,NOGUERA,proxy_temp
2024,SEGARRA,67,0,2750.0,0.0,"184,25",67,2750,466.4,22.50833333,10.525,554,219.7,29.45,14.93333333,246.7,15.56666667,6.116666667,NOGUERA,83.2,42.7,33.8,35.25,SEGARRA,proxy,NOGUERA,proxy_temp
2013,SEGRIÀ,"66,1",1996,9000.0,11500.0,23549,"2062,1","11419,91174",419.2,20.76666667,8.808333333,192,202.3,26.91666667,13.46666667,216.9,14.61666667,4.15,,131.7,65.3,30.76666667,32.3,SEGRIÀ,directe,,directe
2012,SEGRIÀ,32,1886,4860.0,8800.0,16753,1918,"8734,619395",319.5,21.94166667,9.091666667,192,171.4,28.61666667,14.93333333,148.1,15.26666667,3.25,,83.4,38.0,32.63333333,33.1,SEGRIÀ,directe,,directe
2011,SEGRIÀ,14,1883,6500.0,10850.0,20528,1897,"10821,29678",291.6,22.29166667,10.01666667,192,103.6,29.1,15.11666667,188.0,15.48333333,4.916666667,,86.6,9.2,31.0,32.0,SEGRIÀ,directe,,directe
2010,SEGRIÀ,10,1963,6450.0,10800.0,21267,1973,"10779,01673",375.7,20.86666667,8.775,192,184.3,27.71666667,14.06666667,191.4,14.01666667,3.483333333,,154.0,7.3,31.53333333,33.1,SEGRIÀ,directe,,directe
2009,SEGRIÀ,10,2166,3745.0,9898.0,21477,2176,"9869,944853",398.1,22.10833333,9.808333333,192,240.1,28.86666667,15.13333333,158.0,15.35,4.483333333,,136.7,51.3,32.83333333,33.4,SEGRIÀ,directe,,directe
2008,SEGRIÀ,10,2251,3900.0,9600.0,21649,2261,"9574,966829",427.1,20.93333333,9.283333333,192,288.4,27.33333333,14.33333333,138.7,14.53333333,4.233333333,,213.5,30.3,30.86666667,32.1,SEGRIÀ,directe,,directe
2014,SEGRIÀ,5,1844,6160.0,10560.0,"19503,44",1849,"10548,10168",426.7,22.38333333,10.2,192,224.6,28.71666667,14.98333333,202.1,16.05,5.416666667,,69.6,44.8,31.5,31.65,SEGRIÀ,directe,,directe
2015,SEGRIÀ,195,1648,5980.0,11330.0,19838,1843,"10763,97179",261.7,21.94166667,9.725,192,93.8,29.36666667,14.9,167.9,14.51666667,4.55,,32.7,47.1,33.2,33.85,SEGRIÀ,directe,,directe
2016,SEGRIÀ,36,1758,7860.0,12200.0,"21730,56",1794,"12112,9097",312.4,21.825,9.841666667,192,118.0,28.83333333,14.41666667,194.4,14.81666667,5.266666667,,107.2,0.4,32.7,33.9,SEGRIÀ,directe,,directe
2017,SEGRIÀ,91,1659,6190.0,9610.0,"16506,28",1750,"9432,16",242.0,22.34166667,9.233333333,192,100.1,29.38333333,14.71666667,141.9,15.3,3.75,,63.8,20.8,33.16666667,33.45,SEGRIÀ,directe,,directe
2018,SEGRIÀ,15,1771,7140.0,11100.0,"19765,2",1786,"11066,74132",564.1,21.89166667,10.19166667,192,232.2,28.91666667,15.56666667,331.9,14.86666667,4.816666667,,151.8,60.9,32.6,34.0,SEGRIÀ,directe,,directe
2019,SEGRIÀ,23,1784,5620.0,12050.0,"21626,46",1807,"11968,15717",288.9,22.60833333,9.325,192,122.6,29.1,14.38333333,166.3,16.11666667,4.266666667,,69.8,47.0,33.4,34.3,SEGRIÀ,directe,,directe
2020,SEGRIÀ,11,1791,4180.0,8960.0,"16093,34",1802,"8930,82131",496.9,22.1,10.08333333,192,257.9,28.98333333,15.15,239.0,15.21666667,5.016666667,,232.9,20.2,32.43333333,34.15,SEGRIÀ,directe,,directe
2021,SEGRIÀ,48,1954,4200.0,9130.0,"18041,62",2002,"9011,798202",284.9,22.01666667,9.533333333,192,130.2,28.61666667,14.7,154.7,15.41666667,4.366666667,,81.2,25.4,32.5,33.35,SEGRIÀ,directe,,directe
2022,SEGRIÀ,239,1662,5210.0,11869.0,"20971,468",1901,"11031,80852",284.3,23.7,10.8,192,162.4,30.76666667,16.11666667,121.9,16.63333333,5.483333333,,61.3,66.7,35.33333333,35.7,SEGRIÀ,directe,,directe
2023,SEGRIÀ,247,1591,3953.0,13995.0,"23242,436",1838,"12645,50381",179.0,23.60833333,10.23333333,192,106.0,30.5,15.71666667,73.0,16.71666667,4.75,,55.2,17.9,33.73333333,35.0,SEGRIÀ,directe,,directe
2024,SEGRIÀ,71,1815,2750.0,13329.0,"24387,385",1886,"12930,74496",464.7,22.50833333,10.525,192,209.1,29.45,14.93333333,255.6,15.56666667,6.116666667,,95.7,39.8,33.8,35.25,SEGRIÀ,directe,,directe
2013,SOLSONÈS,"1,1",0,7250.0,,8,"1,1","7272,727273",545.5,18.25833333,2.933333333,830,332.0,23.23333333,7.233333333,213.5,13.28333333,-1.366666667,PALLARS SOBIRÀ,205.2,85.0,26.83333333,28.3,SOLSONÈS,proxy,PALLARS SOBIRÀ,proxy_temp
2012,SOLSONÈS,"0,7",0,4860.0,,3,"0,7","4285,714286",449.4,19.15833333,2.866666667,830,262.9,24.56666667,7.783333333,186.5,13.75,-2.05,PALLARS SOBIRÀ,159.7,44.8,28.53333333,29.45,SOLSONÈS,proxy,PALLARS SOBIRÀ,proxy_temp
2011,SOLSONÈS,1,0,6500.0,,4,1,4000,577.2,19.53333333,3.658333333,830,330.9,25.4,8.25,246.3,13.66666667,-0.933333333,PALLARS SOBIRÀ,234.1,54.0,27.06666667,28.2,SOLSONÈS,proxy,PALLARS SOBIRÀ,proxy_temp
2010,SOLSONÈS,1,0,6600.0,,3,1,3000,661.8,17.11666667,2.65,830,380.5,23.5,7.4,281.3,10.73333333,-2.1,PALLARS SOBIRÀ,249.6,90.8,27.1,29.0,SOLSONÈS,proxy,PALLARS SOBIRÀ,proxy_temp
2014,SOLSONÈS,1,0,6260.0,0.0,"6,26",1,6260,747.5,19.10833333,3.866666667,830,421.9,24.21666667,7.783333333,325.6,14.0,-0.05,PALLARS SOBIRÀ,162.7,151.6,26.43333333,26.45,SOLSONÈS,proxy,PALLARS SOBIRÀ,proxy_temp
2015,SOLSONÈS,1,0,6040.0,0.0,6,1,6000,400.1,20.05,3.691666667,830,244.7,25.6,8.466666667,155.4,14.5,-1.083333333,PALLARS SOBIRÀ,115.8,93.4,29.13333333,29.9,SOLSONÈS,proxy,PALLARS SOBIRÀ,proxy_temp
2016,SOLSONÈS,1,0,6050.0,0.0,"6,05",1,6050,509.2,19.45,3.325,830,221.6,25.06666667,7.616666667,287.6,13.83333333,-0.966666667,PALLARS SOBIRÀ,149.1,14.9,29.0,30.4,SOLSONÈS,proxy,PALLARS SOBIRÀ,proxy_temp
2017,SOLSONÈS,1,0,4850.0,0.0,"4,85",1,4850,422.4,20.15,2.958333333,830,187.8,25.75,7.75,234.6,14.55,-1.833333333,PALLARS SOBIRÀ,97.3,13.7,29.4,29.9,SOLSONÈS,proxy,PALLARS SOBIRÀ,proxy_temp
2018,SOLSONÈS,1,0,5590.0,0.0,"5,59",1,5590,952.5,18.8,3.583333333,830,395.5,24.73333333,8.533333333,557.0,12.86666667,-1.366666667,PALLARS SOBIRÀ,246.4,124.7,28.06666667,29.45,SOLSONÈS,proxy,PALLARS SOBIRÀ,proxy_temp
2019,SOLSONÈS,4,0,6110.0,0.0,"24,44",4,6110,475.5,19.925,2.725,830,256.7,25.28333333,7.316666667,218.8,14.56666667,-1.866666667,PALLARS SOBIRÀ,128.7,56.5,29.53333333,30.4,SOLSONÈS,proxy,PALLARS SOBIRÀ,proxy_temp
2020,SOLSONÈS,5,0,4540.0,0.0,"22,7",5,4540,605.9,19.61666667,3.691666667,830,379.5,24.96666667,8.533333333,226.4,14.26666667,-1.15,PALLARS SOBIRÀ,251.9,89.4,27.93333333,29.85,SOLSONÈS,proxy,PALLARS SOBIRÀ,proxy_temp
2021,SOLSONÈS,5,0,3150.0,0.0,"15,75",5,3150,474.0,19.04166667,2.825,830,311.2,24.3,7.55,162.8,13.78333333,-1.9,PALLARS SOBIRÀ,182.2,42.1,28.16666667,29.65,SOLSONÈS,proxy,PALLARS SOBIRÀ,proxy_temp
2022,SOLSONÈS,10,0,2205.0,0.0,"22,05",10,2205,461.3,20.78333333,3.841666667,830,306.1,26.93333333,8.4,155.2,14.63333333,-0.716666667,PALLARS SOBIRÀ,112.3,156.3,31.5,32.05,SOLSONÈS,proxy,PALLARS SOBIRÀ,proxy_temp
2023,SOLSONÈS,22,0,2000.0,0.0,44,22,2000,340.2,20.54166667,3.441666667,830,262.6,26.18333333,8.183333333,77.6,14.9,-1.3,PALLARS SOBIRÀ,208.0,36.0,29.06666667,30.65,SOLSONÈS,proxy,PALLARS SOBIRÀ,proxy_temp
2024,SOLSONÈS,25,0,2500.0,0.0,"62,5",25,2500,579.5,19.95,4.058333333,830,257.2,25.05,7.816666667,322.3,14.85,0.3,PALLARS SOBIRÀ,136.7,67.6,29.43333333,31.25,SOLSONÈS,proxy,PALLARS SOBIRÀ,proxy_temp
2013,TARRAGONÈS,"1283,4",0,9759.0,,12525,"1283,4","9759,233287",628.3,21.60833333,10.575,53,227.9,26.6,14.16666667,400.4,16.61666667,6.983333333,ALT CAMP,174.1,27.3,29.8,31.0,TARRAGONÈS,proxy,ALT CAMP,proxy_temp
2012,TARRAGONÈS,1330,1,7100.0,10620.0,9452,1331,"7101,427498",468.9,22.11666667,10.65,53,202.1,27.31666667,15.48333333,266.8,16.91666667,5.816666667,ALT CAMP,74.8,64.4,30.6,31.1,TARRAGONÈS,proxy,ALT CAMP,proxy_temp
2011,TARRAGONÈS,1326,2,9450.0,14900.0,12551,1328,"9451,054217",675.1,22.11666667,11.11666667,53,183.4,27.18333333,15.13333333,491.7,17.05,7.1,ALT CAMP,159.0,17.0,28.86666667,29.9,TARRAGONÈS,proxy,ALT CAMP,proxy_temp
2010,TARRAGONÈS,1369,18,8800.0,13000.0,12273,1387,"8848,594088",559.8,20.425,9.716666667,53,302.1,26.46666667,14.48333333,257.7,14.38333333,4.95,ALT CAMP,139.0,79.1,29.5,30.5,TARRAGONÈS,proxy,ALT CAMP,proxy_temp
2009,TARRAGONÈS,1455,12,6544.0,13568.0,9684,1467,"6601,226994",403.4,21.65833333,10.76666667,53,170.5,27.15,14.96666667,232.9,16.16666667,6.566666667,ALT CAMP,112.4,15.1,30.3,30.9,TARRAGONÈS,proxy,ALT CAMP,proxy_temp
2008,TARRAGONÈS,1601,9,5788.0,12000.0,9375,1610,"5822,981366",736.4,21.025,10.1,53,467.7,26.01666667,14.06666667,268.7,16.03333333,6.133333333,ALT CAMP,215.2,90.3,29.53333333,30.8,TARRAGONÈS,proxy,ALT CAMP,proxy_temp
2014,TARRAGONÈS,1282,0,7419.0,0.0,"9511,158",1282,7419,529.5,22.39166667,11.4,53,229.5,27.3,15.11666667,300.0,17.48333333,7.683333333,ALT CAMP,145.5,27.9,29.56666667,29.85,TARRAGONÈS,proxy,ALT CAMP,proxy_temp
2015,TARRAGONÈS,1264,0,8278.0,0.0,10463,1264,"8277,689873",449.2,22.275,10.65,53,271.0,27.43333333,14.7,178.2,17.11666667,6.6,ALT CAMP,66.6,71.2,30.46666667,31.0,TARRAGONÈS,proxy,ALT CAMP,proxy_temp
2016,TARRAGONÈS,1271,0,6500.0,9000.0,"8261,5",1271,6500,491.2,22.49166667,10.925,53,142.6,27.65,14.46666667,348.6,17.33333333,7.383333333,ALT CAMP,96.2,20.9,31.06666667,32.05,TARRAGONÈS,proxy,ALT CAMP,proxy_temp
2017,TARRAGONÈS,1271,0,6826.0,7850.0,"8675,846",1271,6826,295.7,22.68333333,10.33333333,53,117.3,28.31666667,14.53333333,178.4,17.05,6.133333333,ALT CAMP,38.3,38.7,31.5,31.85,TARRAGONÈS,proxy,ALT CAMP,proxy_temp
2018,TARRAGONÈS,1275,1,7500.0,9000.0,"9571,5",1276,"7501,175549",829.1,22.25,11.15833333,53,248.4,28.23333333,15.48333333,580.7,16.26666667,6.833333333,ALT CAMP,82.6,104.4,31.46666667,32.9,TARRAGONÈS,proxy,ALT CAMP,proxy_temp
2019,TARRAGONÈS,1264,2,7207.0,9374.0,"9128,396",1266,"7210,423381",429.8,22.36666667,10.35833333,53,174.5,27.4,14.3,255.3,17.33333333,6.416666667,ALT CAMP,88.8,45.5,31.03333333,32.25,TARRAGONÈS,proxy,ALT CAMP,proxy_temp
2020,TARRAGONÈS,1270,5,6069.0,7000.0,"7742,63",1275,"6072,65098",648.9,21.91666667,10.86666667,53,334.4,27.06666667,14.93333333,314.5,16.76666667,6.8,ALT CAMP,232.8,68.3,30.0,31.8,TARRAGONÈS,proxy,ALT CAMP,proxy_temp
2021,TARRAGONÈS,1264,7,6623.0,7679.0,"8425,225",1271,"6628,815893",464.7,21.575,10.95,53,240.4,26.7,15.08333333,224.3,16.45,6.816666667,ALT CAMP,106.5,76.4,30.06666667,30.55,TARRAGONÈS,proxy,ALT CAMP,proxy_temp
2022,TARRAGONÈS,1276,7,5551.0,6433.0,"7128,107",1283,"5555,812159",597.6,22.90833333,11.63333333,53,358.8,28.21666667,15.76666667,238.8,17.6,7.5,ALT CAMP,143.1,45.9,31.56666667,32.15,TARRAGONÈS,proxy,ALT CAMP,proxy_temp
2023,TARRAGONÈS,1261,7,4612.0,4249.0,"5845,475",1268,"4609,996057",288.4,22.975,11.46666667,53,161.6,28.01666667,15.96666667,126.8,17.93333333,6.966666667,ALT CAMP,54.4,38.0,30.96666667,32.0,TARRAGONÈS,proxy,ALT CAMP,proxy_temp
2024,TARRAGONÈS,1255,7,4270.0,6923.0,"5407,311",1262,"4284,715531",804.2,22.375,11.79166667,53,370.0,27.13333333,15.26666667,434.2,17.61666667,8.316666667,ALT CAMP,153.2,50.3,30.3,31.65,TARRAGONÈS,proxy,ALT CAMP,proxy_temp
2013,TERRA ALTA,"5612,2","181,4",5722.0,8586.0,33671,"5793,6","5811,757802",560.1,21.60833333,10.575,442,200.6,26.6,14.16666667,359.5,16.61666667,6.983333333,ALT CAMP,190.8,7.7,29.8,31.0,TERRA ALTA,proxy,ALT CAMP,proxy_temp
2012,TERRA ALTA,5652,184,4736.0,8350.0,28299,5836,"4849,040439",436.6,22.11666667,10.65,442,168.9,27.31666667,15.48333333,267.7,16.91666667,5.816666667,ALT CAMP,102.0,24.8,30.6,31.1,TERRA ALTA,proxy,ALT CAMP,proxy_temp
2011,TERRA ALTA,5803,187,6200.0,11100.0,38058,5990,"6353,589316",370.9,22.11666667,11.11666667,442,109.5,27.18333333,15.13333333,261.4,17.05,7.1,ALT CAMP,95.0,14.5,28.86666667,29.9,TERRA ALTA,proxy,ALT CAMP,proxy_temp
2010,TERRA ALTA,5837,171,6200.0,10300.0,37949,6008,"6316,411451",433.6,20.425,9.716666667,442,202.4,26.46666667,14.48333333,231.2,14.38333333,4.95,ALT CAMP,128.2,11.4,29.5,30.5,TERRA ALTA,proxy,ALT CAMP,proxy_temp
2009,TERRA ALTA,6183,263,6634.0,9844.0,43607,6446,"6764,970524",338.5,21.65833333,10.76666667,442,180.7,27.15,14.96666667,157.8,16.16666667,6.566666667,ALT CAMP,123.9,15.7,30.3,30.9,TERRA ALTA,proxy,ALT CAMP,proxy_temp
2008,TERRA ALTA,7470,205,5927.0,9500.0,46222,7675,"6022,410423",590.6,21.025,10.1,442,372.2,26.01666667,14.06666667,218.4,16.03333333,6.133333333,ALT CAMP,301.0,25.0,29.53333333,30.8,TERRA ALTA,proxy,ALT CAMP,proxy_temp
