any;comarca;sup_seca_ha;sup_reg_ha;rend_seca_kg_ha;rend_reg_kg_ha;prod_total_t;sup_total_ha;rend_total_kg_ha;precip_anual_mm;tmax_mitjana_any;tmin_mitjana_any;elev_m_num;precip_apr_sep_mm;tmax_mitjana_apr_sep;tmin_mitjana_apr_sep;precip_oct_mar_mm;tmax_mitjana_oct_mar;tmin_mitjana_oct_mar;proxy_de;pq_meteocat_precip_abr_jun.precip_abr_jun_mm;pq_meteocat_precip_jul_ago.precip_jul_ago_mm;pq_meteocat_tmax_jun_aug.tmax_mitjana_jun_aug;pq_meteocat_tmax_jul_aug.tmax_mitjana_jul_aug
2024;PALLARS JUSSÀ;233;24;3300;4705;881,82;257;3431,206226;1484,1;21,85;7,475;508;775,6;28,36666667;12,05;708,5;15,33333333;2,9;;444,4;138,2;33,2;35,1
2013;PALLARS SOBIRÀ;0,9;2,3;7650;9600;29;3,2;9062,5;977,6;18,25833333;2,933333333;823;598;23,23333333;7,233333333;379,6;13,28333333;-1,366666667;ALTA RIBAGORÇA;274,4;287,7;26,83333333;28,3
2012;PALLARS SOBIRÀ;2;0;5100;;12;2;6000;670,3;19,15833333;2,866666667;823;333,6;24,56666667;7,783333333;336,7;13,75;-2,05;ALTA RIBAGORÇA;232,9;57,4;28,53333333;29,45
2011;PALLARS SOBIRÀ;1;0;6750;;5;1;5000;764,2;19,53333333;3,658333333;823;429,7;25,4;8,25;334,5;13,66666667;-0,933333333;ALTA RIBAGORÇA;243,9;137;27,06666667;28,2
2010;PALLARS SOBIRÀ;1;0;6600;;5;1;5000;962,2;17,11666667;2,65;823;555,4;23,5;7,4;406,8;10,73333333;-2,1;ALTA RIBAGORÇA;327;157,1;27,1;29
2014;PALLARS SOBIRÀ;1;3;6580;8520;32,14;4;8035;995,6;19,10833333;3,866666667;823;565,9;24,21666667;7,783333333;429,7;14;-0,05;ALTA RIBAGORÇA;255,3;239,2;26,43333333;26,45
2015;PALLARS SOBIRÀ;5;0;6350;9070;32;5;6400;680,3;20,05;3,691666667;823;487,8;25,6;8,466666667;192,5;14,5;-1,083333333;ALTA RIBAGORÇA;226,3;192,8;29,13333333;29,9
2016;PALLARS SOBIRÀ;5;0;5660;0;28,3;5;5660;753;19,45;3,325;823;380,1;25,06666667;7,616666667;372,9;13,83333333;-0,966666667;ALTA RIBAGORÇA;234,6;94,5;29;30,4
2017;PALLARS SOBIRÀ;6;0;4460;0;26,76;6;4460;638,6;20,15;2,958333333;823;251,8;25,75;7,75;386,8;14,55;-1,833333333;ALTA RIBAGORÇA;168,8;58,3;29,4;29,9
2018;PALLARS SOBIRÀ;7;1;4320;8580;38,82;8;4852,5;1274,7;18,8;3,583333333;823;744,6;24,73333333;8,533333333;530,1;12,86666667;-1,366666667;ALTA RIBAGORÇA;522,6;109,5;28,06666667;29,45
2019;PALLARS SOBIRÀ;8;0;4720;0;37,76;8;4720;842,9;19,925;2,725;823;336,2;25,28333333;7,316666667;506,7;14,56666667;-1,866666667;ALTA RIBAGORÇA;177,6;140,5;29,53333333;30,4
2020;PALLARS SOBIRÀ;5;5;3510;7060;52,85;10;5285;923,1;19,61666667;3,691666667;823;504,5;24,96666667;8,533333333;418,6;14,26666667;-1,15;ALTA RIBAGORÇA;320,6;141,9;27,93333333;29,85
2021;PALLARS SOBIRÀ;5;6;3200;6500;55;11;5000;756,9;19,04166667;2,825;823;447;24,3;7,55;309,9;13,78333333;-1,9;ALTA RIBAGORÇA;303,8;66,2;28,16666667;29,65
2022;PALLARS SOBIRÀ;8;5;2080;5200;42,64;13;3280;686,8;20,78333333;3,841666667;823;351,2;26,93333333;8,4;335,6;14,63333333;-0,716666667;ALTA RIBAGORÇA;147,6;149,6;31,5;32,05
2023;PALLARS SOBIRÀ;9;5;2050;5109;43,995;14;3142,5;787,8;20,54166667;3,441666667;823;398,4;26,18333333;8,183333333;389,4;14,9;-1,3;ALTA RIBAGORÇA;252,9;100,2;29,06666667;30,65
2024;PALLARS SOBIRÀ;14;5;2400;3700;52,1;19;2742,105263;1197,3;19,95;4,058333333;823;638,1;25,05;7,816666667;559,2;14,85;0,3;ALTA RIBAGORÇA;261,9;177,3;29,43333333;31,25
2013;PLA DE L'ESTANY;1,2;0;4000;;5;1,2;4166,666667;1070,8;;;296;561,4;;;509,4;;;GARROTXA;310,4;198,3;;
2012;PLA DE L'ESTANY;1;0;4050;;4;1;4000;570,6;;;296;303,1;;;267,5;;;GARROTXA;140,1;77,9;;
2011;PLA DE L'ESTANY;1;0;5075;;6;1;6000;1166,2;;;296;520,2;;;646;;;GARROTXA;264,7;156,1;;
2010;PLA DE L'ESTANY;0;0;4250;;2;0;;955,2;;;296;516,6;;;438,6;;;GARROTXA;296,5;135,4;;
2009;PLA DE L'ESTANY;1;;5000;;5;1;5000;755,2;;;296;482;;;273,2;;;GARROTXA;317,4;102,9;;
2008;PLA DE L'ESTANY;1;0;4920;7135;5;1;5000;1075,3;;;296;619,5;;;455,8;;;GARROTXA;388;153,3;;
2014;PLA DE L'ESTANY;1;0;3800;0;3,8;1;3800;1153,6;;;296;729,2;;;424,4;;;GARROTXA;332,1;253,7;;
2015;PLA DE L'ESTANY;2;0;4000;0;8;2;4000;907;;;296;609,3;;;297,7;;;GARROTXA;350,4;166,1;;
2016;PLA DE L'ESTANY;2;0;3324;5462;6,648;2;3324;871,4;;;296;472,6;;;398,8;;;GARROTXA;336,8;72,1;;
2017;PLA DE L'ESTANY;1;0;4353;6337;4,353;1;4353;646,9;;;296;361,6;;;285,3;;;GARROTXA;144,9;114,1;;
2018;PLA DE L'ESTANY;1;0;3324;0;3,324;1;3324;1439,2;;;296;806,9;;;632,3;;;GARROTXA;501,8;206,5;;
2019;PLA DE L'ESTANY;1;0;3330;0;3,33;1;3330;587,2;;;296;306,9;;;280,3;;;GARROTXA;170,9;80,3;;
2020;PLA DE L'ESTANY;1;0;3375;0;3,375;1;3375;1324;;;296;665,6;;;658,4;;;GARROTXA;366,5;176,8;;
2021;PLA DE L'ESTANY;1;0;3675;0;4;1;4000;760,5;;;296;506,1;;;254,4;;;GARROTXA;270,3;107,3;;
2022;PLA DE L'ESTANY;1;0;0;0;0;1;0;673,8;;;296;417,2;;;256,6;;;GARROTXA;137,3;125,6;;
2023;PLA DE L'ESTANY;1;2;2300;2452;7,204;3;2401,333333;557,8;;;296;430,4;;;127,4;;;GARROTXA;277,6;113,2;;
2024;PLA DE L'ESTANY;1;2;2489;4300;11,089;3;3696,333333;873,3;;;296;508,5;;;364,8;;;GARROTXA;349,9;80,1;;
2013;PLA D'URGELL;2,3;0,2;7200;10560;19;2,5;7600;1032,5;;;505;466;;;566,5;;;GARRIGUES;343,3;78;;
2012;PLA D'URGELL;0;1;;8800;9;1;9000;685,6;;;505;263,6;;;422;;;GARRIGUES;144,8;56,4;;
2011;PLA D'URGELL;1;0;8800;;8;1;8000;680,4;;;505;262,9;;;417,5;;;GARRIGUES;207,2;49,7;;
2010;PLA D'URGELL;1;0;8700;;8;1;8000;855,2;;;505;399,9;;;455,3;;;GARRIGUES;294,8;47,3;;
2009;PLA D'URGELL;1;;3692;9737;4;1;4000;810,2;;;505;453,8;;;356,4;;;GARRIGUES;327;60,8;;
2008;PLA D'URGELL;1;0;3900;;4;1;4000;1032;;;505;641,3;;;390,7;;;GARRIGUES;483;59,5;;
2014;PLA D'URGELL;0;1;0;9120;9,12;1;9120;1138,7;;;505;632,1;;;506,6;;;GARRIGUES;330,3;123,5;;
2015;PLA D'URGELL;0;1;0;9710;10;1;10000;545,7;;;505;279,9;;;265,8;;;GARRIGUES;159;91,3;;
2013;PRIORAT;2781,6;568,6;3459;5191;12573;3350,2;3752,910274;615,9;;;357;249;;;366,9;;;;229,2;16,3;;
2012;PRIORAT;2780;563;3170;4135;11140;3343;3332,336225;376,5;;;357;154;;;222,5;;;;85,3;29,7;;
2011;PRIORAT;3142;260;5230;6540;18134;3402;5330,393886;424,8;;;357;143,4;;;281,4;;;;116,7;24,4;;
2010;PRIORAT;3069;247;5000;6050;16841;3316;5078,709288;511,7;;;357;257,7;;;254;;;;146,2;45,3;;
2009;PRIORAT;3007;212;5243;10165;17921;3219;5567,256912;441;;;357;224,3;;;216,7;;;;148,7;26,9;;
2008;PRIORAT;3026;285;3290;3860;11056;3311;3339,172455;592,1;;;357;375,9;;;216,2;;;;296,6;37,8;;
2014;PRIORAT;2765;559;3650;5476;13153,334;3324;3957,080024;565,8;;;357;246,1;;;319,7;;;;157,1;24,4;;
2015;PRIORAT;3064;285;4064;6097;14190;3349;4237,085697;303,8;;;357;115;;;188,8;;;;59,8;32,2;;
2016;PRIORAT;3060;289;3750;6000;13209;3349;3944,162437;475,3;;;357;166,1;;;309,2;;;;149,9;2,6;;
2017;PRIORAT;3091;294;3634;4179;12461,32;3385;3681,335303;372,1;;;357;154,5;;;217,6;;;;81,6;54,6;;
2018;PRIORAT;3089;296;3750;6000;13359,75;3385;3946,750369;660,2;;;357;238,9;;;421,3;;;;197,5;37,4;;
2019;PRIORAT;3114;300;3260;3621;11237,94;3414;3291,72232;390;;;357;130,5;;;259,5;;;;75,2;37,2;;
2020;PRIORAT;3158;315;2390;3547;8664,925;3473;2494,939534;699,1;;;357;307,9;;;391,2;;;;300,3;2,1;;
2021;PRIORAT;3156;332;3834;5141;13806,916;3488;3958,404817;540,2;;;357;311,6;;;228,6;;;;181,3;36,9;;
2022;PRIORAT;3219;355;3214;4310;11875,916;3574;3322,864018;321,9;;;357;194,9;;;127;;;;114,2;62,7;;
2023;PRIORAT;3247;381;2607;3550;9817,479;3628;2706,030595;240,9;;;357;149,9;;;91;;;;51,1;56,2;;
2024;PRIORAT;3262;422;1919;2936;7498,77;3684;2035,496743;568,2;;;357;204,7;;;363,5;;;;122,4;14,8;;
2013;RIBERA D'EBRE;1030;190,7;6491;9727;8541;1220,7;6996,805112;2226,6;21,42083333;9,841666667;313;870,2;26,69166667;13,96666667;1356,4;16,15;5,716666667;;780,3;30,4;30,25;31,775
2012;RIBERA D'EBRE;1034;226;3907;10620;6439;1260;5110,31746;1637,5;22,29583333;10,2;313;683,3;28,29166667;16,04166667;954,2;16,3;4,358333333;;376,4;62,3;32,08333333;32,475
2011;RIBERA D'EBRE;1052;234;5740;12850;9038;1286;7027,993779;1603,8;22,625;10,47916667;313;455,4;28,68333333;15,45;1148,4;16,56666667;5,508333333;;385;69,7;30,65;31,75
2010;RIBERA D'EBRE;1034;246;5500;12100;8665;1280;6769,53125;1896,5;21,04583333;9,570833333;313;928;27,63333333;14,825;968,5;14,45833333;4,316666667;;475,3;135,2;31,3;32,775
2009;RIBERA D'EBRE;1120;256;4815;11770;8406;1376;6109,011628;1508,4;22,40416667;10,94583333;313;822,9;28,5;15,925;685,5;16,30833333;5,966666667;;590,7;37,6;32,41666667;32,9
2008;RIBERA D'EBRE;1172;257;4350;11000;7926;1429;5546,536039;2388,9;21,79166667;10,325;313;1485,2;27,58333333;15,4;903,7;16;5,25;;1136,2;151,8;30,93333333;32,025
2014;RIBERA D'EBRE;1028;187;6294;9441;8235,699;1215;6778,353086;2261,5;22,57916667;11,14166667;313;963,8;27,85833333;15,73333333;1297,7;17,3;6,55;;597,3;79,8;30,36666667;30,9
2015;RIBERA D'EBRE;1016;179;6657;9985;8551;1195;7155,648536;1685,2;22,39166667;10,4625;313;579,7;28,6;15,38333333;1105,5;16,18333333;5,541666667;;286,2;198;32;32,625
2016;RIBERA D'EBRE;1004;164;6500;10000;8166;1168;6991,438356;1453,2;22,2375;10,4875;313;515,5;28,15;14,98333333;937,7;16,325;5,991666667;;461;24,8;31,85;33,025
2017;RIBERA D'EBRE;990;156;5719;6577;6687,822;1146;5835,795812;1046,8;22,93333333;10,2625;313;380,4;28,73333333;15,55833333;666,4;17,13333333;4,966666667;;233,6;97,3;32;32,3
2018;RIBERA D'EBRE;963;144;6500;10000;7699,5;1107;6955,284553;2348,8;22,45;10,55;313;842,6;28,71666667;15,25833333;1506,2;16,18333333;5,841666667;;653,9;144,5;32,25;33,675
2019;RIBERA D'EBRE;936;147;6410;8745;7285,275;1083;6726,939058;1526,4;22,97916667;10,52916667;313;590,4;28,425;15,19166667;936;17,53333333;5,866666667;;269,3;166,4;32,33333333;33,55
2020;RIBERA D'EBRE;886;157;4960;6014;5338,758;1043;5118,655801;2531,6;22,57916667;10,825;313;1089,8;28,36666667;15,56666667;1441,8;16,79166667;6,083333333;;1021,9;44,2;31,73333333;33,45
2021;RIBERA D'EBRE;855;158;6085;5615;6089,845;1013;6011,692991;2111,8;21,825;10,4375;313;1184,2;27,55;15,15;927,6;16,1;5,725;;619,1;275,2;31,08333333;31,9
2022;RIBERA D'EBRE;843;179;4656;5654;4937,074;1022;4830,796477;1408,8;23,775;12,04166667;313;796,4;29,75833333;16,85833333;612,4;17,79166667;7,225;;496,4;239,4;33,81666667;34,5
2023;RIBERA D'EBRE;799;181;4512;7049;4880,957;980;4980,568367;1166,2;23,82083333;11,54166667;313;789,1;29,55;16,76666667;377,1;18,09166667;6,316666667;;198,4;104,5;32,83333333;33,775
2024;RIBERA D'EBRE;790;186;4133;6704;4512,014;976;4622,965164;1862,7;23,16666667;11,26666667;313;596,1;28,90833333;15,64166667;1266,6;17,425;6,891666667;;271,8;63,2;32,6;34,275
2013;RIPOLLÈS;0;0;;;;0;;983,4;;;738;704,7;;;278,7;;;;321,8;324,7;;
2012;RIPOLLÈS;0;0;;;;0;;584;;;738;404,6;;;179,4;;;;217,9;112,9;;
2011;RIPOLLÈS;0;0;;;0;0;;1154,5;;;738;630;;;524,5;;;;295,1;231,4;;
2010;RIPOLLÈS;0;0;;;;0;;999,9;;;738;634,3;;;365,6;;;;394;132;;
2022;RIPOLLÈS;1;0;0;0;0;1;0;608,7;;;738;415,4;;;193,3;;;;139;170,3;;
2023;RIPOLLÈS;1;0;2477;0;2,477;1;2477;661,7;;;738;498,4;;;163,3;;;;306,4;141;;
2024;RIPOLLÈS;1;0;2489;0;2,489;1;2489;922,5;;;738;583,1;;;339,4;;;;355,9;140,2;;
2013;SEGARRA;109,4;1,2;9000;12000;999;110,6;9032,549729;464,3;;;554;229,5;;;234,8;;;;194,3;31,2;;
2012;SEGARRA;119;0,1;6450;9450;767;119,1;6439,966415;274,6;;;554;143,4;;;131,2;;;;95,1;14,6;;
2011;SEGARRA;125;1;8700;10600;1091;126;8658,730159;344,8;;;554;173,9;;;170,9;;;;150,8;21,3;;
2010;SEGARRA;129;0;8500;;1092;129;8465,116279;516,7;;;554;287,8;;;228,9;;;;209;38,4;;
2009;SEGARRA;136;;3638;9684;496;136;3647,058824;392,3;;;554;197,6;;;194,7;;;;136,9;22,9;;
2008;SEGARRA;139;0;3900;;542;139;3899,280576;494,5;;;554;332,8;;;161,7;;;;209,4;90,6;;
2014;SEGARRA;99;0;6060;0;599,94;99;6060;538;;;554;289,4;;;248,6;;;;134,3;110,4;;
2015;SEGARRA;96;3;5850;10500;593;99;5989,89899;327,7;;;554;190;;;137,7;;;;71,5;68,2;;
2016;SEGARRA;93;0;5640;0;524,52;93;5640;346,2;;;554;160,8;;;185,4;;;;143,4;5,7;;
2017;SEGARRA;96;0;4440;0;426,24;96;4440;346,8;;;554;145,6;;;201,2;;;;77,7;13;;
2018;SEGARRA;98;0;4730;0;463,54;98;4730;589,3;;;554;268,9;;;320,4;;;;184;42,8;;
2019;SEGARRA;90;0;5170;0;465,3;90;5170;356,2;;;554;161,8;;;194,4;;;;100,4;39,5;;
2020;SEGARRA;87;0;3840;0;334,08;87;3840;442,1;;;554;240,9;;;201,2;;;;203,4;19,6;;
2021;SEGARRA;86;0;5180;0;445,48;86;5180;306,1;;;554;162,2;;;143,9;;;;121;29,3;;
2022;SEGARRA;82;0;3108;0;254,856;82;3108;306,1;;;554;177;;;129,1;;;;63,9;90,7;;
2023;SEGARRA;77;0;3218;0;247,786;77;3218;302,9;;;554;213,8;;;89,1;;;;139,5;33,2;;
2024;SEGARRA;67;0;2750;0;184,25;67;2750;466,4;;;554;219,7;;;246,7;;;;83,2;42,7;;
2013;SEGRIÀ;66,1;1996;9000;11500;23549;2062,1;11419,91174;419,2;20,76666667;8,808333333;192;202,3;26,91666667;13,46666667;216,9;14,61666667;4,15;;131,7;65,3;30,76666667;32,3
2012;SEGRIÀ;32;1886;4860;8800;16753;1918;8734,619395;319,5;21,94166667;9,091666667;192;171,4;28,61666667;14,93333333;148,1;15,26666667;3,25;;83,4;38;32,63333333;33,1
2011;SEGRIÀ;14;1883;6500;10850;20528;1897;10821,29678;291,6;22,29166667;10,01666667;192;103,6;29,1;15,11666667;188;15,48333333;4,916666667;;86,6;9,2;31;32
2010;SEGRIÀ;10;1963;6450;10800;21267;1973;10779,01673;375,7;20,86666667;8,775;192;184,3;27,71666667;14,06666667;191,4;14,01666667;3,483333333;;154;7,3;31,53333333;33,1
2009;SEGRIÀ;10;2166;3745;9898;21477;2176;9869,944853;398,1;22,10833333;9,808333333;192;240,1;28,86666667;15,13333333;158;15,35;4,483333333;;136,7;51,3;32,83333333;33,4
2008;SEGRIÀ;10;2251;3900;9600;21649;2261;9574,966829;427,1;20,93333333;9,283333333;192;288,4;27,33333333;14,33333333;138,7;14,53333333;4,233333333;;213,5;30,3;30,86666667;32,1
2014;SEGRIÀ;5;1844;6160;10560;19503,44;1849;10548,10168;426,7;22,38333333;10,2;192;224,6;28,71666667;14,98333333;202,1;16,05;5,416666667;;69,6;44,8;31,5;31,65
2015;SEGRIÀ;195;1648;5980;11330;19838;1843;10763,97179;261,7;21,94166667;9,725;192;93,8;29,36666667;14,9;167,9;14,51666667;4,55;;32,7;47,1;33,2;33,85
2016;SEGRIÀ;36;1758;7860;12200;21730,56;1794;12112,9097;312,4;21,825;9,841666667;192;118;28,83333333;14,41666667;194,4;14,81666667;5,266666667;;107,2;0,4;32,7;33,9
2017;SEGRIÀ;91;1659;6190;9610;16506,28;1750;9432,16;242;22,34166667;9,233333333;192;100,1;29,38333333;14,71666667;141,9;15,3;3,75;;63,8;20,8;33,16666667;33,45
2018;SEGRIÀ;15;1771;7140;11100;19765,2;1786;11066,74132;564,1;21,89166667;10,19166667;192;232,2;28,91666667;15,56666667;331,9;14,86666667;4,816666667;;151,8;60,9;32,6;34
2019;SEGRIÀ;23;1784;5620;12050;21626,46;1807;11968,15717;288,9;22,60833333;9,325;192;122,6;29,1;14,38333333;166,3;16,11666667;4,266666667;;69,8;47;33,4;34,3
2020;SEGRIÀ;11;1791;4180;8960;16093,34;1802;8930,82131;496,9;22,1;10,08333333;192;257,9;28,98333333;15,15;239;15,21666667;5,016666667;;232,9;20,2;32,43333333;34,15
2021;SEGRIÀ;48;1954;4200;9130;18041,62;2002;9011,798202;284,9;22,01666667;9,533333333;192;130,2;28,61666667;14,7;154,7;15,41666667;4,366666667;;81,2;25,4;32,5;33,35
2022;SEGRIÀ;239;1662;5210;11869;20971,468;1901;11031,80852;284,3;23,7;10,8;192;162,4;30,76666667;16,11666667;121,9;16,63333333;5,483333333;;61,3;66,7;35,33333333;35,7
2023;SEGRIÀ;247;1591;3953;13995;23242,436;1838;12645,50381;179;23,60833333;10,23333333;192;106;30,5;15,71666667;73;16,71666667;4,75;;55,2;17,9;33,73333333;35
2024;SEGRIÀ;71;1815;2750;13329;24387,385;1886;12930,74496;464,7;22,50833333;10,525;192;209,1;29,45;14,93333333;255,6;15,56666667;6,116666667;;95,7;39,8;33,8;35,25
2013;SOLSONÈS;1,1;0;7250;;8;1,1;7272,727273;545,5;;;830;332;;;213,5;;;;205,2;85;;
2012;SOLSONÈS;0,7;0;4860;;3;0,7;4285,714286;449,4;;;830;262,9;;;186,5;;;;159,7;44,8;;
2011;SOLSONÈS;1;0;6500;;4;1;4000;577,2;;;830;330,9;;;246,3;;;;234,1;54;;
2010;SOLSONÈS;1;0;6600;;3;1;3000;661,8;;;830;380,5;;;281,3;;;;249,6;90,8;;
2014;SOLSONÈS;1;0;6260;0;6,26;1;6260;747,5;;;830;421,9;;;325,6;;;;162,7;151,6;;
2015;SOLSONÈS;1;0;6040;0;6;1;6000;400,1;;;830;244,7;;;155,4;;;;115,8;93,4;;
2016;SOLSONÈS;1;0;6050;0;6,05;1;6050;509,2;;;830;221,6;;;287,6;;;;149,1;14,9;;
2017;SOLSONÈS;1;0;4850;0;4,85;1;4850;422,4;;;830;187,8;;;234,6;;;;97,3;13,7;;
2018;SOLSONÈS;1;0;5590;0;5,59;1;5590;952,5;;;830;395,5;;;557;;;;246,4;124,7;;
2019;SOLSONÈS;4;0;6110;0;24,44;4;6110;475,5;;;830;256,7;;;218,8;;;;128,7;56,5;;
2020;SOLSONÈS;5;0;4540;0;22,7;5;4540;605,9;;;830;379,5;;;226,4;;;;251,9;89,4;;
2021;SOLSONÈS;5;0;3150;0;15,75;5;3150;474;;;830;311,2;;;162,8;;;;182,2;42,1;;
2022;SOLSONÈS;10;0;2205;0;22,05;10;2205;461,3;;;830;306,1;;;155,2;;;;112,3;156,3;;
2023;SOLSONÈS;22;0;2000;0;44;22;2000;340,2;;;830;262,6;;;77,6;;;;208;36;;
2024;SOLSONÈS;25;0;2500;0;62,5;25;2500;579,5;;;830;257,2;;;322,3;;;;136,7;67,6;;
2013;TARRAGONÈS;1283,4;0;9759;;12525;1283,4;9759,233287;628,3;;;53;227,9;;;400,4;;;;174,1;27,3;;
2012;TARRAGONÈS;1330;1;7100;10620;9452;1331;7101,427498;468,9;;;53;202,1;;;266,8;;;;74,8;64,4;;
2011;TARRAGONÈS;1326;2;9450;14900;12551;1328;9451,054217;675,1;;;53;183,4;;;491,7;;;;159;17;;
2010;TARRAGONÈS;1369;18;8800;13000;12273;1387;8848,594088;559,8;;;53;302,1;;;257,7;;;;139;79,1;;
2009;TARRAGONÈS;1455;12;6544;13568;9684;1467;6601,226994;403,4;;;53;170,5;;;232,9;;;;112,4;15,1;;
2008;TARRAGONÈS;1601;9;5788;12000;9375;1610;5822,981366;736,4;;;53;467,7;;;268,7;;;;215,2;90,3;;
2014;TARRAGONÈS;1282;0;7419;0;9511,158;1282;7419;529,5;;;53;229,5;;;300;;;;145,5;27,9;;
2015;TARRAGONÈS;1264;0;8278;0;10463;1264;8277,689873;449,2;;;53;271;;;178,2;;;;66,6;71,2;;
2016;TARRAGONÈS;1271;0;6500;9000;8261,5;1271;6500;491,2;;;53;142,6;;;348,6;;;;96,2;20,9;;
2017;TARRAGONÈS;1271;0;6826;7850;8675,846;1271;6826;295,7;;;53;117,3;;;178,4;;;;38,3;38,7;;
2018;TARRAGONÈS;1275;1;7500;9000;9571,5;1276;7501,175549;829,1;;;53;248,4;;;580,7;;;;82,6;104,4;;
2019;TARRAGONÈS;1264;2;7207;9374;9128,396;1266;7210,423381;429,8;;;53;174,5;;;255,3;;;;88,8;45,5;;
2020;TARRAGONÈS;1270;5;6069;7000;7742,63;1275;6072,65098;648,9;;;53;334,4;;;314,5;;;;232,8;68,3;;
2021;TARRAGONÈS;1264;7;6623;7679;8425,225;1271;6628,815893;464,7;;;53;240,4;;;224,3;;;;106,5;76,4;;
2022;TARRAGONÈS;1276;7;5551;6433;7128,107;1283;5555,812159;597,6;;;53;358,8;;;238,8;;;;143,1;45,9;;
2023;TARRAGONÈS;1261;7;4612;4249;5845,475;1268;4609,996057;288,4;;;53;161,6;;;126,8;;;;54,4;38;;
2024;TARRAGONÈS;1255;7;4270;6923;5407,311;1262;4284,715531;804,2;;;53;370;;;434,2;;;;153,2;50,3;;
2013;TERRA ALTA;5612,2;181,4;5722;8586;33671;5793,6;5811,757802;560,1;;;442;200,6;;;359,5;;;;190,8;7,7;;
2012;TERRA ALTA;5652;184;4736;8350;28299;5836;4849,040439;436,6;;;442;168,9;;;267,7;;;;102;24,8;;
2011;TERRA ALTA;5803;187;6200;11100;38058;5990;6353,589316;370,9;;;442;109,5;;;261,4;;;;95;14,5;;
2010;TERRA ALTA;5837;171;6200;10300;37949;6008;6316,411451;433,6;;;442;202,4;;;231,2;;;;128,2;11,4;;
2009;TERRA ALTA;6183;263;6634;9844;43607;6446;6764,970524;338,5;;;442;180,7;;;157,8;;;;123,9;15,7;;
2008;TERRA ALTA;7470;205;5927;9500;46222;7675;6022,410423;590,6;;;442;372,2;;;218,4;;;;301;25;;
2014;TERRA ALTA;5658;188;7220;10830;42886,8;5846;7336,093055;559,8;;;442;260,3;;;299,5;;;;157,8;34;;
2015;TERRA ALTA;5660;193;7490;11234;44562;5853;7613,531522;444,4;;;442;173,7;;;270,7;;;;108,4;21,8;;
2016;TERRA ALTA;5772;197;6500;11000;39685;5969;6648,51734;387,3;;;442;128;;;259,3;;;;118,8;3,4;;
2017;TERRA ALTA;5854;204;5758;6622;35058,22;6058;5787,094751;363,5;;;442;136,3;;;227,2;;;;95,9;30,1;;
2018;TERRA ALTA;5857;200;6500;11000;40270,5;6057;6648,58841;510,2;;;442;168,5;;;341,7;;;;124,8;16,2;;
2019;TERRA ALTA;5840;196;5923;6537;35871,572;6036;5942,937707;337;;;442;158,6;;;178,4;;;;96,3;28,6;;
2020;TERRA ALTA;5790;192;6348;7910;38273,64;5982;6398,134403;653,1;;;442;274,5;;;378,6;;;;250,5;19,2;;
2021;TERRA ALTA;5714;186;8219;9985;48820,576;5900;8274,673898;455,6;;;442;272,8;;;182,8;;;;158,7;10,5;;
2022;TERRA ALTA;5734;180;6891;8370;41019,594;5914;6936,015218;435,8;;;442;249,8;;;186;;;;122;114,5;;
2023;TERRA ALTA;5714;173;6166;7024;36447,676;5887;6191,213861;243,6;;;442;160,6;;;83;;;;69;36,2;;
2024;TERRA ALTA;5705;170;4807;6176;28473,855;5875;4846,613617;483,1;;;442;219,2;;;263,9;;;;139,8;25,2;;
2013;URGELL;1054;109,7;8500;12000;10275;1163,7;8829,595257;1447,2;20,14166667;8,425;645;686,7;26,35;12,78333333;760,5;13,93333333;4,066666667;;501,3;171,7;30,4;32,1
2012;URGELL;985;150;6520;9400;7829;1135;6897,797357;1102,3;21,09166667;8,791666667;645;652,2;27,93333333;14,06666667;450,1;14,25;3,516666667;;330,8;180,5;32,2;32,5
2011;URGELL;1112;18;8800;12650;10013;1130;8861,061947;1066,8;21,125;9,4;645;479,5;28,26666667;14,1;587,3;13,98333333;4,7;;365,2;87,4;30,36666667;31,5
2010;URGELL;1102;17;8700;12500;9801;1119;8758,713137;1397,4;19,08333333;8,175;645;695,5;26,11666667;13,21666667;701,9;12,05;3,133333333;;448,3;65;30,2;31,75
2009;URGELL;1157;16;4066;9844;4862;1173;4144,927536;1241,7;20,35833333;9,366666667;645;636;27,13333333;14,16666667;605,7;13,58333333;4,566666667;;429,5;127,3;31,4;32,05
2008;URGELL;1216;16;3900;9600;4896;1232;3974,025974;1767,3;19,3;8,716666667;645;1236,9;25,75;13,38333333;530,4;12,85;4,05;;827;288,5;29,6;30,85
2014;URGELL;1081;81;7340;10950;8821,49;1162;7591,643718;1469,6;21,19166667;9,741666667;645;737,1;27,3;13,98333333;732,5;15,08333333;5,5;;355,1;227,3;30,13333333;30,35
2015;URGELL;1063;121;6560;10970;8301;1184;7010,97973;830;21,41666667;9,333333333;645;537,3;28,61666667;14,38333333;292,7;14,21666667;4,283333333;;195,1;199,3;32,53333333;33,35
2016;URGELL;1028;165;7770;12240;10007,16;1193;8388,23135;1182,3;20,96666667;9,183333333;645;513,1;27,78333333;13,65;669,2;14,15;4,716666667;;439,2;38,1;31,7;32,95
2017;URGELL;1014;193;6120;9650;8068,13;1207;6684,449047;1016,2;21,30833333;8,966666667;645;401,3;28,35;13,93333333;614,9;14,26666667;4;;244,6;52,5;32,53333333;32,8
